location,size,total_sqft,bath,price,bhk,price_per_sqft
OMBR Layout,2 BHK,1101.0,2.0,65.5,2,5949
Sarjapur  Road,3 BHK,1700.0,3.0,135.0,3,7941
Whitefield,4 BHK,3606.0,4.0,312.0,4,8652
Padmanabhanagar,2 BHK,1258.0,2.0,115.0,2,9141
Kanakpura Road,3 BHK,1560.0,3.0,92.0,3,5897
Old Madras Road,4 BHK,3630.0,6.0,195.0,4,5371
JP Nagar,3 BHK,2000.0,3.0,250.0,3,12500
Hebbal,4 BHK,2790.0,4.0,198.0,4,7096
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328
Hennur Road,3 BHK,1482.0,2.0,87.0,3,5870
other,2 BHK,800.0,2.0,50.0,2,6250
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,47.39,2,3999
Hulimavu,2 BHK,1100.0,2.0,71.5,2,6500
NRI Layout,2 Bedroom,1300.0,2.0,120.0,2,9230
other,2 BHK,1225.0,2.0,150.0,2,12244
Hulimavu,3 BHK,1758.0,3.0,65.0,3,3697
Banaswadi,2 BHK,1145.0,2.0,55.0,2,4803
Hormavu,2 BHK,1180.0,2.0,50.0,2,4237
other,2 BHK,1260.0,2.0,58.0,2,4603
Arekere,2 BHK,1190.0,2.0,55.0,2,4621
Sarjapur  Road,3 BHK,1691.0,3.0,119.0,3,7037
other,4 BHK,3675.0,4.0,367.0,4,9986
Frazer Town,3 BHK,1305.0,3.0,95.45,3,7314
Basavangudi,3 BHK,2337.0,4.0,292.0,3,12494
other,2 Bedroom,1200.0,2.0,150.0,2,12500
Domlur,2 BHK,1206.0,2.0,217.0,2,17993
other,5 Bedroom,1350.0,4.0,130.0,5,9629
Kogilu,2 BHK,1140.0,2.0,50.66,2,4443
other,2 BHK,1250.0,2.0,65.0,2,5200
other,3 Bedroom,600.0,2.0,60.0,3,10000
other,2 BHK,1225.0,2.0,48.0,2,3918
Kereguddadahalli,2 BHK,800.0,2.0,28.0,2,3500
Jalahalli East,2 BHK,1020.0,2.0,58.0,2,5686
TC Palaya,4 Bedroom,2100.0,2.0,50.0,4,2380
other,2 Bedroom,1350.0,2.0,80.0,2,5925
Anekal,2 BHK,925.0,2.0,40.0,2,4324
Yelachenahalli,4 Bedroom,1800.0,3.0,220.0,4,12222
other,3 Bedroom,2000.0,3.0,100.0,3,5000
Frazer Town,3 BHK,1510.0,2.0,75.0,3,4966
Kasavanhalli,5 Bedroom,5800.0,7.0,1200.0,5,20689
other,3 BHK,1614.0,3.0,110.0,3,6815
Yeshwanthpur,3 Bedroom,682.0,2.0,130.0,3,19061
Gottigere,2 Bedroom,1200.0,2.0,95.0,2,7916
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111
Bommenahalli,4 Bedroom,1632.0,3.0,145.0,4,8884
OMBR Layout,2 BHK,1041.0,2.0,65.5,2,6292
7th Phase JP Nagar,6 BHK,5080.0,7.0,450.0,6,8858
Bannerghatta,4 BHK,3012.0,6.0,250.0,4,8300
Marathahalli,3 BHK,1530.0,3.0,74.5,3,4869
Sector 2 HSR Layout,3 BHK,1450.0,2.0,135.0,3,9310
Bannerghatta Road,2 BHK,1200.0,2.0,75.0,2,6250
Sahakara Nagar,4 Bedroom,1200.0,4.0,130.0,4,10833
Hosur Road,3 BHK,1508.0,2.0,110.0,3,7294
other,7 BHK,600.0,7.0,106.0,7,17666
other,2 BHK,1188.0,2.0,73.0,2,6144
Old Airport Road,4 BHK,2690.0,4.0,199.0,4,7397
Harlur,2 BHK,1174.0,2.0,76.0,2,6473
Old Madras Road,3 BHK,1350.0,3.0,58.99,3,4369
Frazer Town,3 BHK,1870.0,3.0,185.0,3,9893
Kengeri Satellite Town,2 BHK,1072.0,2.0,25.0,2,2332
other,3 Bedroom,52272.0,2.0,140.0,3,267
Kengeri,2 BHK,726.0,2.0,31.0,2,4269
Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881
Begur Road,2 BHK,1200.0,2.0,45.0,2,3750
Nagavarapalya,2 BHK,980.0,2.0,37.0,2,3775
Hormavu,2 BHK,1050.0,2.0,77.0,2,7333
Uttarahalli,2 BHK,993.0,2.0,39.71,2,3998
7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000
Vittasandra,3 BHK,1743.0,3.0,85.0,3,4876
Whitefield,4 Bedroom,1204.0,4.0,125.0,4,10382
Hormavu,2 Bedroom,1200.0,2.0,67.0,2,5583
other,3 BHK,1480.0,3.0,90.0,3,6081
Sarjapur,2 BHK,950.0,2.0,32.5,2,3421
Domlur,1 BHK,640.0,1.0,55.0,1,8593
Electronic City Phase II,2 BHK,972.0,2.0,44.0,2,4526
Marathahalli,3 BHK,1840.0,3.0,98.0,3,5326
Electronic City,2 BHK,1128.0,2.0,64.0,2,5673
other,2 Bedroom,680.0,2.0,42.0,2,6176
other,2 Bedroom,2400.0,2.0,95.0,2,3958
other,2 BHK,1045.0,2.0,42.0,2,4019
other,2 BHK,955.0,2.0,53.55,2,5607
Doddakallasandra,3 BHK,1360.0,2.0,54.39,3,3999
BTM Layout,2 BHK,1150.0,2.0,63.0,2,5478
Hennur Road,4 Bedroom,3450.0,4.0,294.0,4,8521
other,2 BHK,1115.0,2.0,56.87,2,5100
Jigani,2 BHK,920.0,2.0,46.0,2,5000
Bommasandra Industrial Area,2 BHK,1030.0,2.0,41.0,2,3980
Thanisandra,3 BHK,1564.0,3.0,101.0,3,6457
Uttarahalli,2 BHK,1045.0,2.0,45.0,2,4306
Hegde Nagar,4 Bedroom,1200.0,4.0,83.0,4,6916
Subramanyapura,2 BHK,1277.0,2.0,55.0,2,4306
other,3 BHK,2479.13,3.0,215.0,3,8672
Sarjapur  Road,3 BHK,1846.0,3.0,140.0,3,7583
other,2 BHK,1100.0,2.0,106.0,2,9636
other,3 BHK,1690.0,3.0,75.0,3,4437
Hormavu,2 Bedroom,1200.0,3.0,70.0,2,5833
Yelahanka,4 Bedroom,3042.0,4.0,131.0,4,4306
Rajaji Nagar,3 BHK,1640.0,3.0,223.0,3,13597
other,2 BHK,1068.0,2.0,40.05,2,3750
Kanakpura Road,2 BHK,1135.0,2.0,58.0,2,5110
other,3 BHK,1925.0,3.0,120.0,3,6233
Begur Road,3 BHK,1615.0,3.0,60.0,3,3715
other,1 BHK,650.0,1.0,26.0,1,4000
other,9 Bedroom,1200.0,9.0,120.0,9,10000
Kaggadasapura,2 BHK,1150.0,2.0,42.0,2,3652
Kothannur,6 Bedroom,930.0,6.0,135.0,6,14516
other,3 BHK,1410.0,2.0,45.12,3,3200
6th Phase JP Nagar,3 Bedroom,600.0,2.0,100.0,3,16666
other,3 BHK,2000.0,3.0,207.0,3,10350
Tumkur Road,3 BHK,1354.0,3.0,90.0,3,6646
other,2 Bedroom,1050.0,2.0,110.0,2,10476
Arekere,1 BHK,600.0,1.0,28.0,1,4666
Varthur,4 Bedroom,1320.0,2.0,110.0,4,8333
Koramangala,3 BHK,1600.0,3.0,88.0,3,5500
Kanakpura Road,4 Bedroom,3500.0,6.0,225.0,4,6428
GM Palaya,2 BHK,1000.0,2.0,36.0,2,3600
other,3 BHK,1130.0,3.0,38.0,3,3362
Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411
other,3 BHK,2204.0,2.0,305.0,3,13838
KR Puram,8 Bedroom,1200.0,12.0,110.0,8,9166
Kudlu Gate,3 BHK,1364.0,2.0,46.38,3,3400
other,2 BHK,900.0,2.0,45.0,2,5000
Gubbalala,3 BHK,1745.0,3.0,104.0,3,5959
Kogilu,2 BHK,1200.0,2.0,53.33,2,4444
Kanakapura,2 BHK,1020.0,2.0,42.83,2,4199
Banashankari Stage III,3 BHK,1650.0,3.0,118.0,3,7151
other,3 BHK,1550.0,2.0,70.0,3,4516
5th Phase JP Nagar,2 BHK,1440.0,2.0,60.0,2,4166
Sarjapura - Attibele Road,3 BHK,1329.0,2.0,45.95,3,3457
other,2 BHK,916.0,2.0,42.0,2,4585
Hulimavu,1 BHK,688.0,1.0,50.0,1,7267
other,3 BHK,1358.0,3.0,50.0,3,3681
Kanakpura Road,2 BHK,1331.0,2.0,107.0,2,8039
Malleshwaram,1 BHK,686.0,1.0,62.5,1,9110
Hoodi,2 BHK,1050.0,2.0,50.0,2,4761
Talaghattapura,3 BHK,2106.0,3.0,126.0,3,5982
Bhoganhalli,3 BHK,1718.0,3.0,90.2,3,5250
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,57.0,3,3725
5th Block Hbr Layout,2 BHK,1206.0,2.0,56.0,2,4643
Hebbal,2 BHK,1075.0,2.0,52.0,2,4837
Sarjapur  Road,3 Bedroom,1200.0,3.0,95.0,3,7916
other,3 BHK,1936.0,2.0,54.21,3,2800
Nagavara,4 BHK,2172.65,3.0,120.0,4,5523
Sahakara Nagar,3 BHK,1100.0,2.0,75.0,3,6818
BTM 2nd Stage,3 Bedroom,1260.0,5.0,185.0,3,14682
other,8 Bedroom,990.0,12.0,120.0,8,12121
Jalahalli East,3 Bedroom,800.0,2.0,80.0,3,10000
Sarjapur  Road,2 BHK,1117.0,2.0,29.99,2,2684
other,3 BHK,1685.0,2.0,110.0,3,6528
CV Raman Nagar,2 BHK,740.0,2.0,37.0,2,5000
Chamrajpet,4 Bedroom,1080.0,4.0,250.0,4,23148
Magadi Road,4 Bedroom,1500.0,2.0,93.0,4,6200
Banashankari,3 BHK,1800.0,3.0,115.0,3,6388
Yelachenahalli,3 BHK,1700.0,3.0,130.0,3,7647
Uttarahalli,2 BHK,850.0,2.0,37.93,2,4462
Hennur Road,3 BHK,1891.0,3.0,139.0,3,7350
Jalahalli,2 BHK,1400.0,1.0,80.0,2,5714
Lakshminarayana Pura,2 BHK,1172.0,2.0,82.0,2,6996
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887
Sonnenahalli,2 BHK,896.0,2.0,43.75,2,4882
Vijayanagar,2 BHK,1180.0,2.0,65.0,2,5508
Basaveshwara Nagar,7 Bedroom,2460.0,7.0,350.0,7,14227
other,2 BHK,850.0,2.0,33.0,2,3882
Anekal,1 BHK,530.0,1.0,18.0,1,3396
other,3 BHK,1550.0,3.0,110.0,3,7096
Kanakapura,3 BHK,1699.0,3.0,97.0,3,5709
Bellandur,4 BHK,2025.0,4.0,109.0,4,5382
Ananth Nagar,1 BHK,500.0,2.0,14.0,1,2800
other,1 BHK,500.0,1.0,20.0,1,4000
other,2 BHK,1146.0,2.0,38.5,2,3359
Malleshwaram,3 BHK,2475.0,4.0,332.0,3,13414
Haralur Road,2 BHK,1455.0,2.0,145.0,2,9965
Seegehalli,2 Bedroom,800.0,1.0,50.0,2,6250
Abbigere,1 BHK,765.0,2.0,30.0,1,3921
Lingadheeranahalli,3 BHK,1521.0,3.0,94.99,3,6245
Gottigere,3 BHK,1600.0,2.0,55.0,3,3437
other,3 BHK,3155.0,4.0,370.0,3,11727
Hebbal Kempapura,3 BHK,2900.0,4.0,240.0,3,8275
other,3 BHK,1765.0,3.0,105.0,3,5949
Kasavanhalli,3 BHK,1980.0,3.0,88.0,3,4444
Amruthahalli,3 Bedroom,1900.0,3.0,135.0,3,7105
other,2 BHK,1265.0,2.0,70.0,2,5533
Bommasandra,2 BHK,1034.0,2.0,40.0,2,3868
other,2 BHK,1012.0,2.0,59.0,2,5830
Electronic City,2 BHK,1070.0,2.0,54.0,2,5046
Mahadevpura,4 Bedroom,3555.0,4.0,230.0,4,6469
5th Block Hbr Layout,3 BHK,1270.0,2.0,70.0,3,5511
Yeshwanthpur,2 Bedroom,585.0,1.0,70.0,2,11965
other,3 BHK,2045.0,4.0,154.0,3,7530
Bellandur,3 BHK,1490.0,2.0,98.0,3,6577
Banaswadi,7 Bedroom,6150.0,6.0,830.0,7,13495
Mysore Road,2 BHK,883.0,2.0,40.0,2,4530
Yeshwanthpur,1 BHK,671.0,1.0,36.85,1,5491
Kammasandra,2 BHK,1156.0,2.0,32.0,2,2768
Haralur Road,3 BHK,2017.0,3.0,125.0,3,6197
Thigalarapalya,4 BHK,3122.0,6.0,235.0,4,7527
Ramagondanahalli,3 BHK,1635.0,3.0,62.0,3,3792
other,7 Bedroom,4400.0,9.0,120.0,7,2727
Kanakpura Road,2 BHK,1296.0,2.0,89.0,2,6867
other,6 Bedroom,2400.0,4.0,280.0,6,11666
Budigere,2 BHK,1139.0,2.0,62.0,2,5443
CV Raman Nagar,2 BHK,1230.0,3.0,47.0,2,3821
other,1 BHK,581.91,2.0,25.0,1,4296
Binny Pete,2 BHK,1245.0,2.0,86.28,2,6930
other,3 Bedroom,1158.0,2.0,85.0,3,7340
Marathahalli,4 BHK,3951.0,4.0,220.0,4,5568
Electronic City,2 BHK,550.0,1.0,15.0,2,2727
Ramamurthy Nagar,1 BHK,360.0,1.0,26.0,1,7222
Electronics City Phase 1,3 BHK,1350.0,3.0,55.0,3,4074
Green Glen Layout,3 BHK,1670.0,3.0,120.0,3,7185
Akshaya Nagar,3 BHK,1600.0,2.0,65.0,3,4062
Horamavu Banaswadi,2 BHK,1307.0,2.0,51.6,2,3947
7th Phase JP Nagar,3 BHK,1050.0,2.0,57.0,3,5428
Hennur Road,3 BHK,1703.0,3.0,101.0,3,5930
Kaggalipura,3 BHK,1210.0,2.0,58.0,3,4793
Electronic City,2 BHK,1025.0,2.0,29.6,2,2887
Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771
7th Phase JP Nagar,3 BHK,1343.0,2.0,56.41,3,4200
R.T. Nagar,3 BHK,1560.0,3.0,85.0,3,5448
other,2 BHK,925.0,2.0,51.0,2,5513
Kanakpura Road,3 BHK,1420.0,2.0,75.0,3,5281
other,2 BHK,1415.0,2.0,110.0,2,7773
other,2 BHK,1210.0,2.0,60.0,2,4958
Yeshwanthpur,3 BHK,1852.0,3.0,160.0,3,8639
Hoskote,3 BHK,1250.0,3.0,50.0,3,4000
9th Phase JP Nagar,2 BHK,1100.0,2.0,65.0,2,5909
2nd Phase Judicial Layout,2 BHK,1150.0,2.0,40.25,2,3500
Jakkur,2 BHK,1100.0,2.0,53.35,2,4850
Magadi Road,2 Bedroom,1350.0,1.0,100.0,2,7407
Panathur,3 BHK,1546.0,3.0,99.0,3,6403
Ambedkar Nagar,2 BHK,1424.0,2.0,90.0,2,6320
Bellandur,3 BHK,1398.0,3.0,68.0,3,4864
Indira Nagar,3 BHK,1650.0,3.0,200.0,3,12121
HBR Layout,4 Bedroom,1200.0,4.0,120.0,4,10000
Brookefield,3 BHK,1476.0,3.0,105.0,3,7113
other,2 Bedroom,500.0,2.0,70.0,2,14000
Magadi Road,3 BHK,1322.0,2.0,58.82,3,4449
other,2 Bedroom,432.0,2.0,40.0,2,9259
other,2 BHK,1100.0,2.0,55.0,2,5000
other,4 BHK,4750.0,5.0,600.0,4,12631
Sarjapur,3 BHK,1285.0,2.0,68.0,3,5291
Ambalipura,2 BHK,1150.0,2.0,80.0,2,6956
Thanisandra,3 BHK,1430.0,2.0,56.0,3,3916
Marathahalli,3 BHK,1350.0,2.0,62.0,3,4592
other,3 Bedroom,1350.0,3.0,195.0,3,14444
Thubarahalli,2 BHK,1185.0,2.0,65.0,2,5485
Bannerghatta Road,3 BHK,1760.0,3.0,67.0,3,3806
other,4 Bedroom,2400.0,5.0,350.0,4,14583
Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555
Kanakpura Road,2 BHK,1297.0,2.0,105.0,2,8095
other,3 BHK,1840.0,3.0,155.0,3,8423
Ramamurthy Nagar,2 BHK,950.0,2.0,50.79,2,5346
Chikkabanavar,5 Bedroom,1200.0,4.0,70.0,5,5833
BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2,5473
Yeshwanthpur,2 BHK,1277.5,2.0,95.815,2,7500
Electronic City,3 BHK,1571.0,3.0,89.0,3,5665
Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334
Whitefield,2 BHK,1485.0,2.0,90.0,2,6060
Ananth Nagar,2 BHK,1109.0,2.0,60.0,2,5410
Koramangala,3 BHK,2200.0,3.0,180.0,3,8181
Whitefield,1 BHK,950.0,1.0,50.0,1,5263
Laggere,3 Bedroom,1200.0,2.0,150.0,3,12500
Hosa Road,2 BHK,1161.0,2.0,55.15,2,4750
Basavangudi,3 BHK,2350.0,3.0,300.0,3,12765
Electronic City Phase II,2 BHK,1003.0,2.0,40.6,2,4047
other,2 Bedroom,1350.0,2.0,185.0,2,13703
9th Phase JP Nagar,2 BHK,1080.0,2.0,37.0,2,3425
Hulimavu,2 BHK,1255.0,2.0,73.0,2,5816
Banaswadi,2 BHK,1250.0,2.0,60.0,2,4800
Brookefield,4 Bedroom,1700.0,4.0,152.0,4,8941
Ramamurthy Nagar,3 Bedroom,1200.0,2.0,66.0,3,5500
other,2 BHK,824.0,2.0,60.0,2,7281
1st Phase JP Nagar,3 BHK,1875.0,3.0,167.0,3,8906
Bommasandra Industrial Area,3 BHK,1320.0,2.0,38.12,3,2887
Kothanur,5 Bedroom,9600.0,5.0,550.0,5,5729
Uttarahalli,3 BHK,1330.0,2.0,47.0,3,3533
Kaikondrahalli,3 BHK,1220.0,3.0,56.0,3,4590
Electronic City,3 BHK,1111.0,3.0,50.0,3,4500
Kothannur,2 BHK,1197.0,2.0,47.88,2,4000
Marathahalli,4 BHK,2519.0,5.0,185.0,4,7344
other,3 BHK,1340.0,2.0,100.0,3,7462
Old Madras Road,4 Bedroom,1450.0,3.0,132.0,4,9103
Hoodi,3 BHK,1837.0,3.0,145.0,3,7893
Haralur Road,4 Bedroom,1200.0,4.0,245.0,4,20416
Kudlu Gate,2 BHK,1238.0,2.0,55.0,2,4442
7th Phase JP Nagar,3 BHK,1405.0,2.0,59.01,3,4200
Doddaballapur,4 BHK,1690.0,3.0,80.0,4,4733
other,3 BHK,1620.0,2.0,110.0,3,6790
Kanakpura Road,3 BHK,1673.0,3.0,115.0,3,6873
Margondanahalli,2 Bedroom,1090.0,2.0,58.0,2,5321
Varthur,2 BHK,1112.0,2.0,40.0,2,3597
Marathahalli,3 BHK,1385.0,2.0,66.65,3,4812
Electronic City Phase II,2 BHK,545.0,1.0,27.0,2,4954
Subramanyapura,2 BHK,985.0,2.0,58.0,2,5888
Kanakpura Road,1 BHK,825.0,1.0,36.29,1,4398
Kanakpura Road,2 BHK,1080.0,2.0,37.8,2,3499
Hosa Road,2 BHK,1430.0,2.0,97.52,2,6819
Kengeri Satellite Town,2 BHK,1050.0,2.0,43.0,2,4095
Kumaraswami Layout,4 Bedroom,2000.0,4.0,139.0,4,6950
Banashankari Stage VI,4 Bedroom,4800.0,4.0,190.0,4,3958
other,3 BHK,1533.0,3.0,115.0,3,7501
other,4 Bedroom,2800.0,3.0,500.0,4,17857
Malleshwaram,3 BHK,2610.0,3.0,399.0,3,15287
Lakshminarayana Pura,3 BHK,1750.0,3.0,150.0,3,8571
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500
Prithvi Layout,2 BHK,1352.0,2.0,87.5,2,6471
Harlur,3 BHK,1754.0,3.0,125.0,3,7126
other,3 BHK,1560.0,3.0,85.0,3,5448
Bannerghatta,4 BHK,3012.0,6.0,268.0,4,8897
Whitefield,4 BHK,3584.0,4.0,199.0,4,5552
Channasandra,3 BHK,1470.0,2.0,90.0,3,6122
9th Phase JP Nagar,2 BHK,1035.0,2.0,45.0,2,4347
Whitefield,4 Bedroom,2400.0,5.0,329.0,4,13708
Kammanahalli,2 BHK,1160.0,2.0,52.0,2,4482
Jakkur,2 BHK,1100.0,2.0,52.0,2,4727
Horamavu Agara,2 BHK,1170.0,2.0,38.0,2,3247
Bannerghatta Road,1 BHK,595.0,1.0,31.83,1,5349
HSR Layout,3 BHK,1650.0,3.0,110.0,3,6666
1st Block Jayanagar,3 BHK,1875.0,2.0,235.0,3,12533
other,4 BHK,800.0,4.0,80.0,4,10000
other,3 BHK,1375.0,2.0,48.06,3,3495
Ramagondanahalli,2 BHK,1235.0,2.0,46.8,2,3789
other,1 BHK,750.0,1.0,25.0,1,3333
7th Phase JP Nagar,3 BHK,1400.0,3.0,115.0,3,8214
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,3999
Bannerghatta Road,2 BHK,1105.0,2.0,51.0,2,4615
other,3 BHK,1375.0,2.0,85.0,3,6181
Attibele,4 Bedroom,2168.0,4.0,95.0,4,4381
Gottigere,8 Bedroom,1200.0,8.0,90.0,8,7500
Yelahanka,2 BHK,1065.0,2.0,40.84,2,3834
other,3 Bedroom,3800.0,3.0,580.0,3,15263
Raja Rajeshwari Nagar,9 Bedroom,3125.0,9.0,350.0,9,11200
Whitefield,1 BHK,825.0,1.0,45.0,1,5454
other,2 BHK,1095.0,2.0,40.0,2,3652
other,3 Bedroom,720.0,3.0,65.0,3,9027
other,3 BHK,1440.0,2.0,60.33,3,4189
Electronic City,2 BHK,870.0,2.0,39.5,2,4540
Panathur,2 BHK,1195.0,2.0,84.0,2,7029
other,2 BHK,1200.0,2.0,49.5,2,4125
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,61.2,3,4000
Padmanabhanagar,3 BHK,1708.0,2.0,90.5,3,5298
other,2 BHK,975.0,2.0,43.0,2,4410
KR Puram,2 BHK,750.0,2.0,25.0,2,3333
other,8 Bedroom,1200.0,8.0,190.0,8,15833
Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770
Nagarbhavi,6 Bedroom,1200.0,5.0,240.0,6,20000
Thanisandra,2 BHK,1183.0,2.0,58.56,2,4950
Kothanur,4 Bedroom,1140.0,4.0,90.0,4,7894
Mico Layout,3 BHK,1550.0,2.0,65.0,3,4193
Kaggadasapura,2 BHK,1110.0,2.0,53.0,2,4774
other,8 Bedroom,1500.0,10.0,165.0,8,11000
Kaggadasapura,2 BHK,1105.0,2.0,38.67,2,3499
Anekal,3 Bedroom,1800.0,3.0,68.0,3,3777
other,5 BHK,2800.0,4.0,200.0,5,7142
Bommanahalli,2 BHK,1000.0,2.0,29.9,2,2990
Prithvi Layout,2 BHK,1190.0,2.0,68.0,2,5714
2nd Stage Nagarbhavi,4 Bedroom,1350.0,4.0,200.0,4,14814
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499
Sarjapur  Road,3 BHK,1929.0,4.0,103.0,3,5339
Ramamurthy Nagar,3 BHK,1525.0,3.0,100.0,3,6557
Nehru Nagar,3 BHK,1775.0,3.0,110.0,3,6197
Banashankari,2 BHK,1125.0,2.0,63.0,2,5600
other,2 BHK,900.0,2.0,42.0,2,4666
Sarjapur  Road,2 BHK,1155.0,2.0,58.0,2,5021
Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250
Sonnenahalli,2 BHK,1268.0,2.0,73.0,2,5757
other,3 BHK,1500.0,3.0,88.0,3,5866
Electronic City,1 BHK,630.0,1.0,47.0,1,7460
Seegehalli,3 BHK,1525.0,3.0,65.0,3,4262
Kaggadasapura,2 BHK,1060.0,2.0,48.0,2,4528
Lingadheeranahalli,3 BHK,1687.0,3.0,127.0,3,7528
Thanisandra,3 BHK,1847.0,3.0,123.0,3,6659
Begur Road,3 BHK,1410.0,2.0,53.0,3,3758
7th Phase JP Nagar,2 BHK,1075.0,2.0,42.99,2,3999
Rajaji Nagar,4 BHK,3526.0,4.0,492.0,4,13953
BTM Layout,3 Bedroom,3000.0,3.0,338.0,3,11266
Basavangudi,3 BHK,1500.0,2.0,143.0,3,9533
other,2 BHK,1010.0,2.0,46.0,2,4554
Haralur Road,3 BHK,1875.0,3.0,110.0,3,5866
other,5 Bedroom,1200.0,6.0,137.0,5,11416
Kanakpura Road,2 BHK,983.0,2.0,50.6,2,5147
Kasturi Nagar,2 BHK,1101.0,2.0,65.0,2,5903
other,2 BHK,1140.0,2.0,76.0,2,6666
Sarjapur  Road,2 BHK,1215.0,2.0,110.0,2,9053
Kengeri Satellite Town,2 BHK,1007.0,2.0,42.0,2,4170
Bellandur,3 BHK,2039.0,3.0,168.0,3,8239
Ulsoor,3 BHK,1020.0,3.0,110.0,3,10784
other,2 BHK,1198.0,2.0,84.0,2,7011
other,4 BHK,4000.0,4.0,520.0,4,13000
other,4 Bedroom,1470.0,4.0,34.5,4,2346
other,2 BHK,1370.0,2.0,75.0,2,5474
other,2 BHK,1316.0,2.0,55.5,2,4217
Kaggadasapura,3 BHK,1350.0,3.0,55.5,3,4111
other,2 BHK,1050.0,2.0,43.0,2,4095
KR Puram,3 BHK,1128.76,3.0,47.405,3,4199
Electronic City,2 BHK,921.0,2.0,34.0,2,3691
Kundalahalli,2 BHK,1010.0,2.0,49.27,2,4878
KR Puram,2 BHK,1015.0,2.0,43.0,2,4236
TC Palaya,3 Bedroom,1200.0,2.0,66.5,3,5541
Lakshminarayana Pura,2 BHK,1179.0,2.0,75.0,2,6361
Anjanapura,4 BHK,1850.0,4.0,86.0,4,4648
Kammasandra,2 BHK,870.0,2.0,24.0,2,2758
Bellandur,3 BHK,1605.0,3.0,85.0,3,5295
Banashankari Stage VI,4 Bedroom,2800.0,4.0,89.0,4,3178
Malleshwaram,3 BHK,2475.0,4.0,320.0,3,12929
other,2 Bedroom,3000.0,2.0,510.0,2,17000
other,6 Bedroom,2400.0,7.0,110.0,6,4583
other,2 BHK,1000.0,1.0,55.0,2,5500
Ramamurthy Nagar,2 Bedroom,1200.0,2.0,80.0,2,6666
other,2 Bedroom,1200.0,2.0,125.0,2,10416
Kammasandra,2 Bedroom,1200.0,2.0,66.0,2,5500
other,2 BHK,1200.0,2.0,50.0,2,4166
Hennur,2 BHK,1255.0,2.0,57.5,2,4581
Hosur Road,2 BHK,1085.0,2.0,30.38,2,2800
Kanakpura Road,3 BHK,1592.0,3.0,125.0,3,7851
other,2 BHK,1313.0,2.0,58.27,2,4437
Kogilu,3 BHK,1934.0,3.0,150.0,3,7755
Harlur,2 BHK,1200.0,2.0,49.5,2,4125
Uttarahalli,6 BHK,3600.0,6.0,120.0,6,3333
Old Madras Road,2 BHK,935.0,2.0,45.0,2,4812
Bommasandra,2 BHK,877.0,2.0,30.0,2,3420
other,2 BHK,936.0,2.0,42.0,2,4487
Nagasandra,3 BHK,1470.0,2.0,110.0,3,7482
other,1 Bedroom,1050.0,1.0,70.0,1,6666
Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650
Ambedkar Nagar,3 BHK,2225.0,4.0,169.0,3,7595
other,3 Bedroom,1200.0,2.0,80.0,3,6666
Dasarahalli,3 BHK,1901.0,3.0,119.0,3,6259
Sarjapur  Road,3 BHK,1819.0,3.0,100.0,3,5497
other,3 BHK,1464.0,3.0,56.0,3,3825
Old Madras Road,4 BHK,3715.0,6.0,200.5,4,5397
9th Phase JP Nagar,4 BHK,5000.0,4.0,290.0,4,5800
other,4 BHK,1200.0,4.0,169.0,4,14083
other,2 BHK,1256.0,2.0,60.0,2,4777
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000
TC Palaya,4 Bedroom,4800.0,3.0,302.0,4,6291
Kothanur,3 BHK,1435.0,3.0,70.0,3,4878
6th Phase JP Nagar,4 BHK,3245.0,4.0,250.0,4,7704
Sarjapur  Road,3 BHK,1845.0,4.0,110.0,3,5962
Jigani,3 Bedroom,2400.0,4.0,130.0,3,5416
HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
Ulsoor,2 BHK,1200.0,2.0,60.0,2,5000
Talaghattapura,3 BHK,2254.0,3.0,170.0,3,7542
Frazer Town,3 BHK,1750.0,3.0,150.0,3,8571
other,2 BHK,1020.0,2.0,37.0,2,3627
Bommanahalli,1 BHK,515.0,1.0,25.0,1,4854
Lingadheeranahalli,3 BHK,1893.0,3.0,140.0,3,7395
other,3 BHK,3025.0,3.0,500.0,3,16528
other,2 BHK,830.0,2.0,34.0,2,4096
Singasandra,2 Bedroom,600.0,2.0,36.5,2,6083
